Date,Open,High,Low,Close,Adj Close,Volume
2022-06-08,539.000000,545.000000,538.000000,544.000000,532.003967,18835521
2022-06-09,538.000000,542.000000,537.000000,541.000000,529.070068,16338602
2022-06-10,530.000000,533.000000,529.000000,530.000000,518.312622,21357130
2022-06-13,518.000000,519.000000,515.000000,516.000000,504.621338,32854092
2022-06-14,507.000000,514.000000,507.000000,513.000000,501.687531,36304444
2022-06-15,508.000000,515.000000,508.000000,509.000000,497.775696,35680283
2022-06-16,515.000000,516.000000,507.000000,508.000000,499.496429,26909199
2022-06-17,499.500000,503.000000,499.000000,501.000000,492.613586,43566737
2022-06-20,500.000000,502.000000,495.000000,498.000000,489.663818,34209693
2022-06-21,501.000000,505.000000,499.000000,505.000000,496.546631,33223685
2022-06-22,501.000000,503.000000,494.500000,494.500000,486.222412,31034893
2022-06-23,492.000000,493.500000,485.000000,485.500000,477.373047,43548940
2022-06-24,489.500000,492.500000,485.500000,486.500000,478.356323,27911980
2022-06-27,496.000000,506.000000,495.500000,498.500000,490.155426,37909718
2022-06-28,496.000000,500.000000,496.000000,497.500000,489.172211,15274062
2022-06-29,496.000000,498.500000,491.000000,491.000000,482.781006,30533789
2022-06-30,484.500000,486.500000,476.000000,476.000000,468.032074,46311432
2022-07-01,471.500000,474.000000,452.500000,453.500000,445.908722,61744377
2022-07-04,443.000000,451.500000,440.000000,440.000000,432.634705,52445919
2022-07-05,449.500000,451.500000,433.000000,446.000000,438.534271,50084244
2022-07-06,442.000000,447.500000,435.000000,435.500000,428.210022,40549763
2022-07-07,442.000000,459.000000,438.500000,457.500000,449.841736,48151202
2022-07-08,470.000000,470.500000,461.500000,467.000000,459.182739,37897895
2022-07-11,468.000000,470.500000,461.000000,462.000000,454.266449,21941710
2022-07-12,458.000000,458.000000,449.500000,449.500000,441.975677,23036423
2022-07-13,470.500000,473.000000,466.000000,470.500000,462.624146,44035695
2022-07-14,466.000000,477.500000,463.000000,475.000000,467.048828,31936258
2022-07-15,481.000000,494.000000,477.000000,492.500000,484.255890,51846909
2022-07-18,495.500000,498.500000,488.500000,495.500000,487.205688,39179575
2022-07-19,487.500000,493.000000,486.500000,491.000000,482.781006,19874865
2022-07-20,502.000000,503.000000,491.500000,495.000000,486.714020,35436652
2022-07-21,496.000000,501.000000,494.000000,501.000000,492.613586,22285593
2022-07-22,505.000000,505.000000,500.000000,503.000000,494.580139,25216400
2022-07-25,500.000000,503.000000,498.000000,499.500000,491.138733,15245346
2022-07-26,499.500000,499.500000,491.000000,495.000000,486.714020,18024265
2022-07-27,494.000000,502.000000,491.000000,502.000000,493.596863,17166365
2022-07-28,509.000000,509.000000,499.000000,501.000000,492.613586,33844011
2022-07-29,508.000000,510.000000,504.000000,509.000000,500.479675,29045617
2022-08-01,506.000000,508.000000,500.000000,504.000000,495.563416,24117969
2022-08-02,494.000000,496.000000,488.500000,492.000000,483.764252,39838155
2022-08-03,494.000000,501.000000,493.000000,501.000000,492.613586,27603474
2022-08-04,499.000000,503.000000,495.000000,500.000000,491.630371,26027618
2022-08-05,509.000000,516.000000,507.000000,516.000000,507.362518,32784279
2022-08-08,510.000000,515.000000,509.000000,512.000000,503.429474,19333128
2022-08-09,507.000000,511.000000,504.000000,510.000000,501.462952,21164373
2022-08-10,500.000000,503.000000,499.500000,500.000000,491.630371,20861380
2022-08-11,513.000000,514.000000,510.000000,514.000000,505.395996,23740033
2022-08-12,515.000000,518.000000,514.000000,517.000000,508.345764,19535923
2022-08-15,520.000000,524.000000,519.000000,523.000000,514.245361,21273166
2022-08-16,526.000000,526.000000,523.000000,525.000000,516.211853,20720414
2022-08-17,524.000000,527.000000,521.000000,527.000000,518.178406,27143102
2022-08-18,520.000000,521.000000,519.000000,520.000000,511.295593,17831084
2022-08-19,519.000000,523.000000,517.000000,519.000000,510.312286,14022812
2022-08-22,511.000000,514.000000,510.000000,512.000000,503.429474,11494000
2022-08-23,503.000000,506.000000,502.000000,504.000000,495.563416,19191108
2022-08-24,504.000000,508.000000,503.000000,503.000000,494.580139,14363212
2022-08-25,505.000000,510.000000,504.000000,508.000000,499.496429,9357138
2022-08-26,513.000000,515.000000,511.000000,512.000000,503.429474,12914846
2022-08-29,497.000000,502.000000,496.000000,498.500000,490.155426,26590824
2022-08-30,497.500000,500.000000,496.000000,496.000000,487.697327,24214535
