Date,Open,High,Low,Close,Adj Close,Volume
2022-09-15,3.100000,3.110000,3.070000,3.100000,3.100000,30000
2022-09-16,3.080000,3.100000,3.080000,3.100000,3.100000,5000
2022-09-19,3.140000,3.140000,3.090000,3.110000,3.110000,39000
2022-09-20,3.100000,3.150000,3.100000,3.120000,3.120000,150000
2022-09-21,3.150000,3.160000,3.100000,3.140000,3.140000,110000
2022-09-22,3.100000,3.140000,3.100000,3.130000,3.130000,30000
2022-09-23,3.160000,3.160000,3.100000,3.100000,3.100000,17000
2022-09-26,3.100000,3.100000,3.060000,3.100000,3.100000,69000
2022-09-27,3.090000,3.100000,3.070000,3.100000,3.100000,38000
2022-09-28,3.090000,3.100000,3.060000,3.100000,3.100000,81000
2022-09-29,3.090000,3.090000,3.050000,3.050000,3.050000,107000
2022-09-30,3.060000,3.130000,3.050000,3.130000,3.130000,32000
2022-10-03,3.070000,3.110000,3.070000,3.110000,3.110000,6000
2022-10-04,3.110000,3.110000,3.100000,3.110000,3.110000,15000
2022-10-05,3.150000,3.150000,3.090000,3.130000,3.130000,114000
2022-10-06,3.100000,3.130000,3.100000,3.130000,3.130000,55000
2022-10-07,3.100000,3.130000,3.100000,3.130000,3.130000,23000
2022-10-11,3.110000,3.120000,3.100000,3.120000,3.120000,24000
2022-10-12,3.100000,3.100000,3.080000,3.100000,3.100000,35000
2022-10-13,3.090000,3.090000,3.040000,3.070000,3.070000,95000
2022-10-14,3.080000,3.120000,3.080000,3.120000,3.120000,47000
2022-10-17,3.040000,3.120000,3.020000,3.120000,3.120000,6000
2022-10-18,3.050000,3.090000,3.000000,3.010000,3.010000,72000
2022-10-19,3.100000,3.100000,3.050000,3.050000,3.050000,54000
2022-10-20,3.100000,3.100000,3.100000,3.100000,3.100000,1000
2022-10-21,3.080000,3.080000,3.010000,3.060000,3.060000,20000
2022-10-24,3.050000,3.060000,3.020000,3.030000,3.030000,115000
2022-10-25,3.010000,3.060000,3.000000,3.060000,3.060000,43000
2022-10-26,3.000000,3.070000,3.000000,3.070000,3.070000,10000
2022-10-27,3.030000,3.030000,3.030000,3.030000,3.030000,12000
2022-10-28,3.000000,3.050000,3.000000,3.040000,3.040000,31000
2022-10-31,3.060000,3.060000,3.060000,3.060000,3.060000,1000
2022-11-01,3.010000,3.040000,2.990000,3.040000,3.040000,153000
2022-11-02,3.010000,3.030000,3.010000,3.030000,3.030000,17000
2022-11-03,3.000000,3.010000,2.990000,3.010000,3.010000,83000
2022-11-04,2.990000,2.990000,2.980000,2.990000,2.990000,128000
2022-11-07,3.010000,3.010000,2.960000,2.990000,2.990000,58000
2022-11-08,2.990000,3.040000,2.990000,2.990000,2.990000,38000
2022-11-09,2.990000,3.030000,2.980000,3.030000,3.030000,69000
2022-11-10,2.920000,3.030000,2.920000,3.030000,3.030000,42000
2022-11-11,3.030000,3.030000,2.930000,2.930000,2.930000,51000
2022-11-14,2.920000,2.950000,2.920000,2.920000,2.920000,23000
2022-11-15,2.920000,2.950000,2.910000,2.950000,2.950000,47000
2022-11-16,2.960000,3.000000,2.940000,3.000000,3.000000,46000
2022-11-17,2.950000,3.010000,2.950000,3.010000,3.010000,2000
2022-11-18,2.950000,3.010000,2.940000,3.010000,3.010000,3000
2022-11-21,2.950000,3.010000,2.950000,3.010000,3.010000,23000
2022-11-22,3.010000,3.010000,3.010000,3.010000,3.010000,0
2022-11-23,2.950000,3.010000,2.940000,3.010000,3.010000,10000
2022-11-24,3.010000,3.010000,3.010000,3.010000,3.010000,0
2022-11-25,3.010000,3.010000,3.010000,3.010000,3.010000,0
2022-11-28,2.950000,3.000000,2.950000,3.000000,3.000000,14000
2022-11-29,2.930000,2.990000,2.900000,2.940000,2.940000,37000
2022-11-30,2.940000,2.980000,2.940000,2.980000,2.980000,39000
2022-12-01,2.980000,3.020000,2.970000,3.000000,3.000000,64000
2022-12-02,3.020000,3.020000,3.000000,3.010000,3.010000,28000
2022-12-05,3.020000,3.020000,2.960000,3.010000,3.010000,24000
2022-12-06,2.950000,2.950000,2.880000,2.900000,2.900000,69000
2022-12-07,2.990000,3.000000,2.910000,2.990000,2.990000,60000
2022-12-08,2.950000,3.020000,2.950000,3.020000,3.020000,90000
2022-12-09,3.000000,3.010000,3.000000,3.010000,3.010000,11000
2022-12-12,2.800000,3.010000,2.800000,3.000000,3.000000,110000
2022-12-13,2.950000,2.990000,2.910000,2.990000,2.990000,18000
2022-12-14,2.990000,2.990000,2.990000,2.990000,2.990000,1000
2022-12-15,2.940000,3.000000,2.940000,3.000000,3.000000,43000
2022-12-16,2.990000,3.000000,2.990000,3.000000,3.000000,50000
2022-12-19,3.000000,3.000000,3.000000,3.000000,3.000000,0
2022-12-20,2.940000,2.980000,2.910000,2.980000,2.980000,29000
2022-12-21,2.920000,2.980000,2.920000,2.980000,2.980000,7000
2022-12-22,2.990000,3.000000,2.980000,2.990000,2.990000,31000
2022-12-23,2.990000,2.990000,2.950000,2.970000,2.970000,73000
2022-12-26,2.960000,3.090000,2.960000,3.050000,3.050000,7000
2022-12-27,3.020000,3.020000,2.970000,3.000000,3.000000,81006
2022-12-28,2.980000,2.980000,2.960000,2.970000,2.970000,61000
2022-12-29,3.040000,3.040000,2.970000,2.970000,2.970000,11000
2022-12-30,2.980000,2.980000,2.960000,2.980000,2.980000,69000
2023-01-03,2.980000,3.020000,2.960000,2.980000,2.980000,42000
2023-01-04,2.970000,2.990000,2.960000,2.990000,2.990000,85000
2023-01-05,2.960000,2.990000,2.960000,2.990000,2.990000,8000
2023-01-06,2.970000,3.000000,2.970000,3.000000,3.000000,21000
2023-01-09,2.970000,3.000000,2.960000,3.000000,3.000000,33000
2023-01-10,2.970000,3.000000,2.970000,3.000000,3.000000,2000
2023-01-11,2.970000,2.990000,2.970000,2.990000,2.990000,3000
2023-01-12,2.970000,3.000000,2.970000,3.000000,3.000000,5000
2023-01-13,2.970000,2.990000,2.940000,2.990000,2.990000,40000
2023-01-16,2.970000,2.990000,2.970000,2.990000,2.990000,8000
2023-01-17,2.980000,2.990000,2.950000,2.990000,2.990000,25000
2023-01-30,3.000000,3.020000,3.000000,3.020000,3.020000,21000
2023-01-31,3.020000,3.020000,3.020000,3.020000,3.020000,20000
2023-02-01,3.020000,3.040000,2.960000,3.010000,3.010000,44000
2023-02-02,3.030000,3.030000,2.960000,3.020000,3.020000,72000
2023-02-03,3.020000,3.020000,2.980000,2.980000,2.980000,60000
2023-02-06,3.000000,3.000000,3.000000,3.000000,3.000000,2000
2023-02-07,2.980000,3.000000,2.970000,3.000000,3.000000,55000
2023-02-08,3.020000,3.090000,2.960000,3.070000,3.070000,51000
2023-02-09,3.060000,3.060000,3.000000,3.060000,3.060000,19000
2023-02-10,3.110000,3.120000,3.030000,3.060000,3.060000,50000
2023-02-13,3.060000,3.080000,3.030000,3.060000,3.060000,38000
2023-02-14,3.130000,3.130000,3.050000,3.090000,3.090000,45000
2023-02-15,3.080000,3.170000,3.080000,3.160000,3.160000,159000
2023-02-16,3.160000,3.210000,3.140000,3.200000,3.200000,67000
2023-02-17,3.200000,3.500000,3.200000,3.460000,3.460000,216000
2023-02-20,3.450000,3.450000,3.230000,3.400000,3.400000,82935
2023-02-21,3.450000,3.450000,3.250000,3.260000,3.260000,91000
2023-02-22,3.400000,3.400000,3.200000,3.300000,3.300000,17150
2023-02-23,3.180000,3.300000,3.160000,3.260000,3.260000,91000
2023-02-24,3.150000,3.260000,3.150000,3.260000,3.260000,7000
2023-03-01,3.160000,3.250000,3.150000,3.250000,3.250000,20000
2023-03-02,3.260000,3.390000,3.220000,3.250000,3.250000,18000
2023-03-03,3.250000,3.260000,3.200000,3.240000,3.240000,42000
2023-03-06,3.250000,3.250000,3.230000,3.250000,3.250000,20000
2023-03-07,3.340000,3.400000,3.270000,3.340000,3.340000,238000
2023-03-08,3.500000,3.520000,3.360000,3.410000,3.410000,155000
2023-03-09,3.430000,3.550000,3.350000,3.380000,3.380000,252050
2023-03-10,3.490000,3.490000,3.250000,3.420000,3.420000,108000
2023-03-13,3.380000,3.450000,3.300000,3.390000,3.390000,111000
2023-03-14,3.370000,3.500000,3.270000,3.410000,3.410000,228030
2023-03-15,3.400000,3.470000,3.360000,3.470000,3.470000,111002
2023-03-16,3.350000,3.500000,3.300000,3.430000,3.430000,94000
2023-03-17,3.420000,3.470000,3.280000,3.400000,3.400000,119002
2023-03-20,3.390000,3.390000,3.210000,3.380000,3.380000,62000
2023-03-21,3.380000,3.500000,3.350000,3.470000,3.470000,355002
2023-03-22,3.400000,3.470000,3.390000,3.460000,3.460000,40065
2023-03-23,3.460000,3.480000,3.350000,3.450000,3.450000,188000
2023-03-24,3.470000,3.470000,3.390000,3.400000,3.400000,78002
2023-03-27,3.400000,3.420000,3.400000,3.410000,3.410000,27000
2023-03-28,3.450000,3.450000,3.300000,3.420000,3.420000,59002
2023-03-29,3.410000,3.450000,3.390000,3.440000,3.440000,55000
2023-03-30,3.440000,3.450000,3.380000,3.430000,3.430000,77000
2023-03-31,3.430000,3.430000,3.330000,3.420000,3.420000,46002
2023-04-06,3.460000,3.460000,3.330000,3.430000,3.430000,66002
2023-04-07,3.400000,3.460000,3.390000,3.440000,3.440000,113000
2023-04-10,3.460000,3.560000,3.440000,3.540000,3.540000,490000
2023-04-11,3.590000,3.590000,3.520000,3.580000,3.580000,117285
2023-04-12,3.590000,3.620000,3.440000,3.600000,3.600000,465000
2023-04-13,3.600000,3.740000,3.600000,3.670000,3.670000,318000
2023-04-14,3.990000,4.030000,3.850000,4.030000,4.030000,609200
2023-04-17,4.120000,4.430000,4.050000,4.430000,4.430000,1646000
2023-04-18,4.480000,4.500000,4.250000,4.450000,4.450000,697100
2023-04-19,4.450000,4.610000,4.420000,4.490000,4.490000,600000
2023-04-20,4.530000,4.530000,4.290000,4.420000,4.420000,432000
2023-04-21,4.400000,4.590000,4.360000,4.520000,4.520000,593000
2023-04-24,4.520000,4.790000,4.520000,4.640000,4.640000,461000
2023-04-25,4.640000,4.790000,4.510000,4.510000,4.510000,371000
2023-04-26,4.590000,4.590000,4.440000,4.500000,4.500000,398000
2023-04-27,4.750000,4.950000,4.480000,4.760000,4.760000,472000
2023-04-28,4.760000,4.850000,4.620000,4.730000,4.730000,296000
2023-05-02,4.730000,5.190000,4.730000,5.170000,5.170000,550000
2023-05-03,5.170000,5.200000,4.980000,5.140000,5.140000,383001
2023-05-04,5.490000,5.490000,5.110000,5.170000,5.170000,333000
2023-05-05,5.170000,5.260000,5.170000,5.220000,5.220000,430206
2023-05-08,5.500000,5.500000,5.210000,5.340000,5.340000,209000
2023-05-09,5.210000,5.220000,5.090000,5.090000,5.090000,330500
2023-05-10,5.050000,5.240000,5.010000,5.160000,5.160000,171000
2023-05-11,5.380000,5.530000,5.260000,5.450000,5.450000,637000
2023-05-12,5.520000,5.520000,5.410000,5.470000,5.470000,349000
2023-05-15,5.800000,5.800000,5.480000,5.750000,5.750000,606010
2023-05-16,5.600000,5.870000,5.600000,5.870000,5.870000,575011
2023-05-17,6.000000,6.240000,5.890000,6.220000,6.220000,728000
2023-05-18,6.220000,6.250000,6.030000,6.220000,6.220000,477053
2023-05-19,6.250000,6.550000,6.250000,6.420000,6.420000,550000
2023-05-22,6.490000,6.530000,6.470000,6.490000,6.490000,465052
2023-05-23,6.500000,6.700000,6.490000,6.640000,6.640000,489050
2023-05-24,6.630000,6.800000,6.540000,6.730000,6.730000,529000
2023-05-25,6.850000,7.000000,6.810000,6.880000,6.880000,727000
2023-05-26,6.980000,7.210000,6.880000,7.110000,7.110000,709050
2023-05-29,7.470000,7.480000,7.240000,7.380000,7.380000,470000
2023-05-30,7.400000,7.560000,7.300000,7.430000,7.430000,863001
2023-05-31,7.500000,7.590000,7.450000,7.580000,7.580000,592000
2023-06-01,7.690000,8.300000,7.680000,8.300000,8.300000,722076
2023-06-02,8.310000,9.130000,8.290000,9.110000,9.110000,1665733
2023-06-05,9.270000,9.440000,8.980000,9.240000,9.240000,601385
2023-06-06,9.240000,9.240000,8.320000,8.320000,8.320000,1117183
2023-06-07,7.810000,7.810000,7.490000,7.490000,7.490000,574200
2023-06-08,6.750000,6.750000,6.750000,6.750000,6.750000,507674
