Date,Open,High,Low,Close,Adj Close,Volume
2022-06-08,30.900000,30.900000,30.549999,30.850000,29.757015,1415425
2022-06-09,30.850000,31.200001,30.700001,30.950001,29.853474,1004106
2022-06-10,30.650000,31.100000,30.549999,31.100000,29.998158,803124
2022-06-13,30.600000,30.950001,30.350000,30.900000,29.805244,1766133
2022-06-14,30.600000,32.250000,30.250000,32.000000,30.866272,5361174
2022-06-15,33.250000,33.900002,31.900000,32.849998,31.686155,17580826
2022-06-16,33.200001,34.900002,32.450001,33.599998,32.409584,28113990
2022-06-17,33.650002,34.799999,32.599998,34.799999,33.567070,20363117
2022-06-20,35.750000,35.799999,33.650002,33.900002,32.698959,16443395
2022-06-21,34.549999,35.900002,34.049999,35.150002,33.904671,24172131
2022-06-22,34.950001,35.700001,33.700001,34.299999,33.084785,14085541
2022-06-23,34.450001,36.150002,33.049999,34.099998,32.891869,27070281
2022-06-24,34.099998,35.900002,33.849998,35.650002,34.386959,20174032
2022-06-27,35.750000,35.799999,34.599998,35.250000,34.001129,14998334
2022-06-28,35.450001,35.450001,34.400002,34.750000,33.518841,6088773
2022-06-29,34.700001,36.200001,34.650002,36.200001,34.917469,13814334
2022-06-30,36.049999,36.200001,34.799999,35.250000,34.001129,8213808
2022-07-01,34.950001,34.950001,33.000000,33.000000,31.830843,9507458
2022-07-04,33.200001,34.450001,33.200001,33.849998,32.650726,4726623
2022-07-05,34.450001,34.500000,33.750000,34.099998,32.891869,3612982
2022-07-06,34.099998,34.200001,33.450001,33.500000,32.313129,2768600
2022-07-07,34.000000,34.849998,33.700001,34.799999,33.567070,5264308
2022-07-08,35.150002,35.400002,34.400002,34.700001,33.470615,4363548
2022-07-11,34.950001,35.099998,34.349998,34.650002,33.422386,2331743
2022-07-12,35.049999,35.599998,34.549999,35.000000,33.759987,8212639
2022-07-13,35.700001,35.700001,34.400002,34.450001,33.229473,5978730
2022-07-14,34.450001,35.099998,33.299999,34.950001,33.711758,6502780
2022-07-15,35.200001,36.200001,34.700001,36.000000,34.724556,9899700
2022-07-18,36.500000,36.599998,35.349998,36.099998,34.821011,7180140
2022-07-19,36.099998,36.900002,35.799999,36.700001,35.399757,8749364
2022-07-20,36.000000,36.299999,35.450001,35.849998,35.849998,4982424
2022-07-21,35.799999,35.849998,35.099998,35.200001,35.200001,2728272
2022-07-22,35.200001,35.400002,34.599998,35.099998,35.099998,3643354
2022-07-25,35.200001,38.250000,35.099998,37.799999,37.799999,10896444
2022-07-26,38.000000,38.799999,37.400002,37.750000,37.750000,11256520
2022-07-27,37.500000,38.200001,37.500000,37.950001,37.950001,3011880
2022-07-28,38.200001,38.299999,37.549999,37.700001,37.700001,1800260
2022-07-29,37.950001,38.599998,37.750000,38.250000,38.250000,5778968
2022-08-01,38.349998,38.549999,37.900002,38.200001,38.200001,3061423
2022-08-02,38.549999,38.549999,37.750000,38.049999,38.049999,3561689
2022-08-03,38.200001,38.200001,37.200001,37.549999,37.549999,3399026
2022-08-04,37.549999,38.000000,36.750000,37.250000,37.250000,3268096
2022-08-05,37.250000,38.250000,37.250000,37.900002,37.900002,2321150
2022-08-08,37.500000,37.900002,37.000000,37.900002,37.900002,2134466
2022-08-09,37.500000,38.400002,37.500000,38.299999,38.299999,2251800
2022-08-10,38.200001,39.000000,38.200001,38.750000,38.750000,3339909
