Date,Open,High,Low,Close,Adj Close,Volume
2022-06-06,56.450001,57.009998,55.740002,55.820000,54.629242,13143
2022-06-07,56.169998,57.200001,56.169998,57.000000,55.784073,11645
2022-06-08,57.990002,57.990002,56.880001,57.029999,55.813431,4676
2022-06-09,57.000000,57.250000,55.820000,56.080002,54.883701,5611
2022-06-10,56.000000,56.389999,55.230000,55.230000,54.051830,14346
2022-06-13,54.650002,55.080002,54.209999,54.220001,53.063374,19132
2022-06-14,55.080002,56.000000,54.020000,55.240002,54.061615,10689
2022-06-15,55.549999,56.220001,54.009998,56.090000,55.204899,2564
2022-06-17,56.090000,56.090000,53.900002,54.790001,53.925415,3539
2022-06-20,54.810001,54.810001,53.930000,53.930000,53.078983,2662
2022-06-21,54.790001,56.450001,54.790001,56.160000,55.273792,11820
2022-06-22,56.130001,56.130001,54.740002,54.980000,54.112411,3901
2022-06-23,54.900002,54.980000,53.709999,54.980000,54.112411,11625
2022-06-24,54.980000,56.340000,54.980000,56.119999,55.234421,9526
2022-06-27,56.689999,56.840000,55.919998,55.950001,55.067108,16631
2022-06-28,55.759998,56.299999,55.360001,55.740002,54.860424,4871
2022-06-29,54.799999,55.139999,54.299999,54.299999,53.443142,11387
2022-06-30,54.099998,54.099998,52.500000,53.540001,52.695141,3350
2022-07-01,52.419998,52.590000,50.549999,51.160000,50.352692,17227
2022-07-04,50.750000,51.759998,50.500000,50.990002,50.185379,717
2022-07-05,50.369999,51.009998,49.799999,50.939999,50.136162,7659
2022-07-06,50.939999,51.570000,50.009998,51.160000,50.352692,12707
2022-07-07,51.509998,54.080002,51.509998,53.980000,53.128193,7962
2022-07-08,53.950001,54.250000,53.000000,53.560001,52.714821,12395
2022-07-11,53.560001,53.660000,52.849998,53.150002,52.311291,1477
2022-07-12,54.540001,55.000000,53.700001,53.830002,52.980560,9717
2022-07-13,54.000000,55.000000,53.570000,54.889999,54.023834,8910
2022-07-14,54.889999,57.009998,54.889999,56.660000,55.765903,8862
2022-07-15,57.410000,58.000000,57.180000,58.000000,57.084759,18290
2022-07-18,57.990002,57.990002,56.320000,56.430000,55.539536,9479
2022-07-19,58.889999,58.889999,56.889999,58.139999,57.222549,1377
2022-07-20,58.139999,59.340000,57.369999,59.340000,58.403614,4476
2022-07-21,59.340000,60.380001,59.060001,60.380001,59.427204,2513
2022-07-22,60.380001,60.380001,58.860001,59.680000,58.738243,3589
2022-07-25,58.630001,58.849998,57.650002,57.720001,56.809177,1843
2022-07-26,57.250000,57.250000,56.270000,56.270000,55.382057,3623
2022-07-27,57.290001,57.540001,56.889999,57.419998,56.513912,10614
2022-07-28,56.139999,57.299999,56.139999,56.959999,56.061169,5922
2022-07-29,56.959999,58.009998,56.959999,57.299999,56.395802,16523
2022-08-01,57.320000,57.320000,54.020000,55.950001,55.067108,4659
2022-08-02,55.200001,57.189999,54.849998,56.930000,56.031643,11999
2022-08-03,56.520000,57.230000,55.799999,57.160000,56.258015,4273
2022-08-04,57.160000,57.610001,56.880001,57.369999,56.464703,1436
2022-08-05,57.369999,59.340000,57.369999,58.020000,57.104443,10782
2022-08-08,58.279999,58.279999,55.709999,55.950001,55.067108,31652
2022-08-09,55.580002,55.610001,54.080002,54.480000,53.620304,8116
2022-08-10,55.290001,56.299999,54.599998,56.299999,55.411583,1881
2022-08-11,56.299999,58.200001,56.299999,57.840000,56.927284,10618
2022-08-12,57.310001,57.950001,57.310001,57.439999,56.533592,2678
2022-08-15,57.700001,58.549999,57.470001,58.020000,57.104443,8029
2022-08-16,58.310001,58.700001,56.939999,57.900002,56.986336,963
2022-08-17,57.900002,58.040001,57.200001,57.669998,56.759964,3663
2022-08-18,57.669998,58.130001,57.240002,57.840000,56.927284,1723
2022-08-19,57.310001,57.709999,56.349998,56.900002,56.002117,1477
2022-08-22,55.759998,55.799999,54.799999,54.799999,53.935253,1476
2022-08-23,55.000000,55.099998,54.480000,54.700001,53.836834,2694
2022-08-24,55.049999,55.049999,54.400002,54.730000,53.866360,1855
2022-08-25,55.240002,55.799999,55.240002,55.320000,54.447052,2197
2022-08-26,54.930000,55.570000,53.619999,53.619999,52.773872,2663
2022-08-29,53.500000,53.500000,52.110001,52.180000,51.356602,2649
2022-08-30,52.250000,52.900002,51.900002,52.689999,51.858551,1232
2022-08-31,53.799999,54.750000,53.799999,54.480000,53.620304,2095
2022-09-01,53.099998,53.470001,52.200001,53.189999,52.350658,1753
2022-09-02,53.000000,53.750000,52.209999,52.860001,52.025871,256391
2022-09-05,52.860001,53.490002,52.119999,52.669998,51.838860,568
2022-09-06,53.490002,53.490002,52.000000,52.340000,51.514072,22300
2022-09-08,52.000000,52.669998,51.410000,52.020000,51.199123,3616
2022-09-09,52.709999,52.790001,52.169998,52.279999,51.455021,4698
2022-09-12,52.279999,52.779999,52.169998,52.270000,51.445179,3270
2022-09-13,52.270000,52.419998,51.000000,51.000000,50.195217,3565
2022-09-14,51.000000,52.990002,51.000000,51.750000,50.933384,1104
2022-09-15,50.299999,51.599998,50.299999,51.470001,50.940437,2299
2022-09-16,51.669998,51.669998,50.880001,51.240002,50.712807,1303
2022-09-19,50.700001,51.119999,49.880001,50.419998,49.901237,3043
